Date,CAN_05BB001
1/1/03,313.9468071
1/2/03,322.069149
1/3/03,330.897799
1/4/03,331.9572276
1/5/03,336.9012838
1/6/03,333.3698103
1/7/03,325.2474684
1/8/03,318.8908296
1/9/03,294.8769244
1/10/03,264.5063468
1/11/03,264.1532095
1/12/03,302.9992663
1/13/03,315.7125102
1/14/03,301.9398377
1/15/03,305.4712775
1/16/03,301.2335296
1/17/03,295.2300448
1/18/03,294.8769244
1/19/03,298.0552102
1/20/03,303.7055745
1/21/03,294.8769244
1/22/03,263.0937641
1/23/03,286.4013948
1/24/03,307.9433224
1/25/03,307.2370143
1/26/03,310.4153337
1/27/03,315.0062357
1/28/03,305.4712775
1/29/03,293.8174622
1/30/03,294.8769244
1/31/03,295.2300448
2/1/03,291.3454509
2/2/03,281.8105096
2/3/03,276.160179
2/4/03,274.7475963
2/5/03,266.9783748
2/6/03,252.8525314
2/7/03,251.0868115
2/8/03,257.4434335
2/9/03,262.3874728
2/10/03,259.9154616
2/11/03,250.3805202
2/12/03,248.6147835
2/13/03,238.0203967
2/14/03,241.5518702
2/15/03,242.6112987
2/16/03,245.4364641
2/17/03,244.0238814
2/18/03,236.9609681
2/19/03,234.8420941
2/20/03,235.5483855
2/21/03,221.422542
2/22/03,209.4155726
2/23/03,199.1743399
2/24/03,223.541416
2/25/03,227.779164
2/26/03,235.5483855
2/27/03,244.3770355
2/28/03,239.0798421
3/1/03,243.3175901
3/2/03,241.5518702
3/3/03,239.7861334
3/4/03,226.0134441
3/5/03,241.9050074
3/6/03,222.4819875
3/7/03,220.7162507
3/8/03,229.5449007
3/9/03,243.6707442
3/10/03,263.4469182
3/11/03,276.160179
3/12/03,284.2825377
3/13/03,307.2370143
3/14/03,305.1181571
3/15/03,291.3454509
3/16/03,276.160179
3/17/03,273.6881509
3/18/03,272.2755682
3/19/03,278.6321902
3/20/03,275.1007335
3/21/03,278.6321902
3/22/03,280.0447729
3/23/03,282.869955
3/24/03,277.5727616
3/25/03,273.3349968
3/26/03,274.3944422
3/27/03,276.8664703
3/28/03,275.4538876
3/29/03,277.2196075
3/30/03,281.4573555
3/31/03,296.2895071
4/1/03,292.4048795
4/2/03,281.1042183
4/3/03,271.2161228
4/4/03,271.2161228
4/5/03,275.4538876
4/6/03,273.6881509
4/7/03,282.5168009
4/8/03,291.3454509
4/9/03,309.3559051
4/10/03,311.8279163
4/11/03,321.7159949
4/12/03,325.9537429
4/13/03,338.3138664
4/14/03,350.3208358
4/15/03,344.6705052
4/16/03,343.964197
4/17/03,332.6635358
4/18/03,321.7159949
4/19/03,315.7125102
4/20/03,321.0097204
4/21/03,339.0201746
4/22/03,360.2089144
4/23/03,399.054988
4/24/03,437.901028
4/25/03,840.4874558
4/26/03,1055.90653
4/27/03,918.179603
4/28/03,812.2358026
4/29/03,720.4178289
4/30/03,656.8515756
5/1/03,653.3201021
5/2/03,674.5088757
5/3/03,699.2290553
5/4/03,656.8515756
5/5/03,618.005502
5/6/03,600.348202
5/7/03,572.0965488
5/8/03,543.8448283
5/9/03,522.6560884
5/10/03,512.0617017
5/11/03,512.0617017
5/12/03,554.4392151
5/13/03,621.5369755
5/14/03,706.2920023
5/15/03,829.8931027
5/16/03,847.5504028
5/17/03,766.3268494
5/18/03,716.8863554
5/19/03,663.9144552
5/20/03,639.1942756
5/21/03,625.068449
5/22/03,632.1313286
5/23/03,692.1661757
5/24/03,942.89985
5/25/03,2765.133297
5/26/03,4908.729416
5/27/03,4696.841815
5/28/03,4449.639615
5/29/03,4873.414816
5/30/03,5191.246217
5/31/03,5226.560817
6/1/03,5261.875417
6/2/03,5544.392218
6/3/03,4944.044016
6/4/03,4343.695814
6/5/03,4308.381214
6/6/03,4343.695814
6/7/03,4555.583415
6/8/03,5191.246217
6/9/03,5403.133818
6/10/03,5367.819217
6/11/03,5791.594419
6/12/03,5226.560817
6/13/03,5014.673216
6/14/03,5191.246217
6/15/03,4802.785616
6/16/03,4273.066614
6/17/03,4202.437414
6/18/03,4555.583415
6/19/03,5297.190017
6/20/03,5544.392218
6/21/03,5403.133818
6/22/03,4696.841815
6/23/03,4096.493613
6/24/03,3602.089212
6/25/03,3227.754504
6/26/03,3142.99941
6/27/03,3344.292523
6/28/03,3474.956705
6/29/03,3489.082599
6/30/03,3672.718412
7/1/03,3849.291413
7/2/03,3520.865524
7/3/03,3121.810704
7/4/03,2673.315121
7/5/03,2556.777102
7/6/03,2645.063603
7/7/03,2496.74212
7/8/03,2496.74212
7/9/03,2602.685921
7/10/03,2429.644596
7/11/03,2415.518702
7/12/03,2620.343221
7/13/03,2987.615116
7/14/03,3079.433022
7/15/03,2782.790597
7/16/03,2616.811815
7/17/03,2655.657821
7/18/03,2630.937709
7/19/03,2475.553414
7/20/03,2433.176002
7/21/03,2447.301896
7/22/03,2426.11292
7/23/03,2472.022008
7/24/03,2443.77022
7/25/03,2337.82642
7/26/03,2214.225454
7/27/03,2090.624354
7/28/03,2080.030001
7/29/03,2108.281654
7/30/03,2122.407413
7/31/03,2118.876007
